date,_id,lat,lng,place_name,place_county,place_type,text
Mon Sep 28 02:55:24 +0000 2020,1310412766969170000,51.51094,0.032862,Newham,London,city,"""4 x mixed pastries "" in #London #UnitedKingdom https://t.co/aENFcNPfGq #foodwaste #free"
Mon Sep 28 02:55:23 +0000 2020,1310412764150720000,51.51094,0.032862,Newham,London,city,"""4 x mixed pastries "" in #London #UnitedKingdom https://t.co/N39uuvkagO #foodwaste #free"
Mon Sep 28 02:54:17 +0000 2020,1310412487100110000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries"" in #London #UnitedKingdom https://t.co/OEGmqeV5vX #foodwaste #free"
Mon Sep 28 02:54:11 +0000 2020,1310412461380720000,51.51094,0.032862,Newham,London,city,"""4 x mixed pastries"" in #London #UnitedKingdom https://t.co/d8AF4StP32 #foodwaste #free"
Mon Sep 28 02:52:47 +0000 2020,1310412107075280000,51.51094,0.032862,Newham,London,city,"""4 x mixed pastries"" in #London #UnitedKingdom https://t.co/ZszhSc49nG #foodwaste #free"
Mon Sep 28 02:52:46 +0000 2020,1310412103132550000,51.51094,0.032862,Newham,London,city,"""4 x mixed pastries"" in #London #UnitedKingdom https://t.co/hbbYSWQqR8 #foodwaste #free"
Mon Sep 28 02:52:23 +0000 2020,1310412008320390000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries "" in #London #UnitedKingdom https://t.co/TzoRI3m6KM #foodwaste #free"
Mon Sep 28 02:52:16 +0000 2020,1310411977970400000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries "" in #London #UnitedKingdom https://t.co/VXe03AlG3z #foodwaste #free"
Mon Sep 28 02:52:09 +0000 2020,1310411947813350000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries "" in #London #UnitedKingdom https://t.co/20XTxZlCXW #foodwaste #free"
Mon Sep 28 02:51:33 +0000 2020,1310411795610430000,51.51094,0.032862,Newham,London,city,"""4 x mixed pastries"" in #London #UnitedKingdom https://t.co/gTTAK2kQku #foodwaste #free"
Mon Sep 28 02:51:31 +0000 2020,1310411787737670000,51.51094,0.032862,Newham,London,city,"""4 x mixed pastries"" in #London #UnitedKingdom https://t.co/pwbvLj5XKy #foodwaste #free"
Mon Sep 28 02:49:21 +0000 2020,1310411243950430000,51.5109,0.03286,Newham,London,city,"""3 x mixed pastries "" in #London #UnitedKingdom https://t.co/cH4agXq7GN #foodwaste #free"
Mon Sep 28 02:46:39 +0000 2020,1310410564020170000,51.5109,0.03286,Newham,London,city,"""4 x mixed pastries"" in #London #UnitedKingdom https://t.co/TnAa6LOUUT #foodwaste #free"
Mon Sep 28 02:46:39 +0000 2020,1310410563240060000,51.5109,0.03286,Newham,London,city,"""4 x mixed pastries"" in #London #UnitedKingdom https://t.co/EVC8wmMXHv #foodwaste #free"
Mon Sep 28 02:46:09 +0000 2020,1310410440539890000,51.5109,0.03286,Newham,London,city,"""3 x mixed pastries"" in #London #UnitedKingdom https://t.co/5KZ8LBj1uB #foodwaste #free"
Mon Sep 28 02:46:05 +0000 2020,1310410421434750000,51.5109,0.03286,Newham,London,city,"""3 x mixed pastries"" in #London #UnitedKingdom https://t.co/9isYD5pHn1 #foodwaste #free"
Mon Sep 28 01:56:13 +0000 2020,1310397874254090000,51.5109,0.03286,Newham,London,city,"""3 x mixed pastries "" in #London #UnitedKingdom https://t.co/8SRLdPMn4n #foodwaste #free"
Mon Sep 28 01:56:03 +0000 2020,1310397830654290000,51.5109,0.03286,Newham,London,city,"""3 x mixed pastries "" in #London #UnitedKingdom https://t.co/qkykNQ02Ma #foodwaste #free"
Mon Sep 28 01:45:50 +0000 2020,1310395261609560000,51.5109,0.03286,Newham,London,city,"""3 x mixed pastries "" in #London #UnitedKingdom https://t.co/22TOtdnQVu #foodwaste #free"
Mon Sep 28 01:45:01 +0000 2020,1310395053983110000,51.5109,0.03286,Newham,London,city,"""2 x White Baton by TESCO "" in #London #UnitedKingdom https://t.co/GDKqfNvbhR #foodwaste #free"
Mon Sep 28 01:36:58 +0000 2020,1310393027383390000,51.5109,0.03286,Newham,London,city,"""2 x White Baton by TESCO "" in #London #UnitedKingdom https://t.co/wdjYJNy4I3 #foodwaste #free"
Mon Sep 28 01:36:44 +0000 2020,1310392970273840000,51.5109,0.03286,Newham,London,city,"""2 x White Baton by TESCO "" in #London #UnitedKingdom https://t.co/tb12b7dIp0 #foodwaste #free"
Mon Sep 28 01:23:07 +0000 2020,1310389542684430000,51.460186,-0.10818,Lambeth,London,city,"""Brand new wall clock"" in #London #UnitedKingdom https://t.co/M6z48PUUXP #zerowaste #free"
Mon Sep 28 01:05:06 +0000 2020,1310385010415890000,51.293152,0.172501,Dunton Green,Kent,suburb,"""Privacy netting "" in #Sevenoaks #UnitedKingdom https://t.co/f66pxdkKNb #zerowaste #free"
Mon Sep 28 01:02:52 +0000 2020,1310384448345690000,51.9486,0.04154,East Hertfordshire,Hertfordshire,city,"""Parsnips x2 huge bags "" in #Buntingford #UnitedKingdom https://t.co/ivBOa7d68v #foodwaste #free"
Mon Sep 28 00:45:39 +0000 2020,1310380112727110000,51.5373,-0.19357,Brent,London,city,"""Wooden box 16x 13inches  approx "" in #London #UnitedKingdom https://t.co/ExaVWgVyD6 #zerowaste #free"
Mon Sep 28 00:36:08 +0000 2020,1310377717809000000,51.530537,-0.22537,Brent,London,city,"""White Fridge Freezer Used (not frost free)"" in #London #UnitedKingdom https://t.co/FATiWP0z9J #zerowaste #free"
Mon Sep 28 00:23:37 +0000 2020,1310374570482910000,51.4978,-0.247,Hammersmith and Fulham,London,city,"""Size 36 pale orange bailarinas"" in #London #UnitedKingdom https://t.co/DwxXzzvMwQ #zerowaste #free"
Mon Sep 28 00:23:33 +0000 2020,1310374550748750000,51.600654,-0.126243,Haringey,London,city,"""Over door hanger for clothes"" in #London #UnitedKingdom https://t.co/sc1i6P5iwu #zerowaste #free"
Mon Sep 28 00:04:55 +0000 2020,1310369863202940000,51.5118,-1.52813,Lambourn,West Berkshire,suburb,"""Half white baguette "" in #Hungerford #UnitedKingdom https://t.co/gGXAseY5gl #foodwaste #free"
Mon Sep 28 00:02:47 +0000 2020,1310369326071980000,51.5118,-1.52813,Lambourn,West Berkshire,suburb,"""Cranberry, raisin and cashew bloomer "" in #Hungerford #UnitedKingdom https://t.co/0HE2UraWmq #foodwaste #free"
Sun Sep 27 23:48:53 +0000 2020,1310365827628250000,51.806663,-0.294577,St Albans,Hertfordshire,city,"""Toasted coconut flakes "" in #StAlbans #UnitedKingdom https://t.co/bIbUxdA1Kt #foodwaste #free"
Sun Sep 27 23:38:54 +0000 2020,1310363315265300000,51.5649,-0.41883,Hillingdon,London,city,"""Medela pure lanolin - unopened"" in #Ruislip #UnitedKingdom https://t.co/lrEFYEYzK7 #zerowaste #free"
Sun Sep 27 23:38:22 +0000 2020,1310363182473630000,51.5649,-0.41883,Hillingdon,London,city,"""Fluffy pink seat belt pads"" in #Ruislip #UnitedKingdom https://t.co/hOS0jMb2uL #zerowaste #free"
Sun Sep 27 23:30:30 +0000 2020,1310361202636320000,51.5439,-0.13499,Camden,London,city,"""4 cinnamon buns kindly donated by Bread by Bike"" in #London #UnitedKingdom https://t.co/iOcezaM5sL #foodwaste #free"
Wed Sep 30 09:11:11 +0000 2020,1311232112243230000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""White Baguette"" in #Didcot #UnitedKingdom https://t.co/0yOD3MxSBf #foodwaste #free"
Wed Sep 30 09:10:55 +0000 2020,1311232043188090000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""Giraffe Baguette"" in #Didcot #UnitedKingdom https://t.co/Fjg86wjZs2 #foodwaste #free"
Wed Sep 30 09:09:00 +0000 2020,1311231563091400000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""White burger buns topped with sesame seeds"" in #Didcot #UnitedKingdom https://t.co/5YptqE3gZS #foodwaste #free"
Wed Sep 30 09:08:00 +0000 2020,1311231312209100000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""Scotch morning rolls"" in #Didcot #UnitedKingdom https://t.co/K8KJJDvHN0 #foodwaste #free"
Wed Sep 30 09:06:21 +0000 2020,1311230894565450000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""White finger rolls"" in #Didcot #UnitedKingdom https://t.co/gRBmakrY4L #foodwaste #free"
Wed Sep 30 09:06:21 +0000 2020,1311230893550380000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""White finger rolls"" in #Didcot #UnitedKingdom https://t.co/LreGSFPskq #foodwaste #free"
Wed Sep 30 09:05:41 +0000 2020,1311230728965940000,51.426949,-0.930097,Earley,Wokingham,suburb,"""Prawn salad x 2 "" in #Reading #UnitedKingdom https://t.co/2iysNNlsqR #foodwaste #free"
Wed Sep 30 09:05:13 +0000 2020,1311230611282170000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""Honey and Sunflower Seed Rolls"" in #Didcot #UnitedKingdom https://t.co/lhMns2Mk7V #foodwaste #free"
Wed Sep 30 09:04:14 +0000 2020,1311230363100940000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""Hazelnut &amp; chocolate croissant, and plain croi..."" in #Didcot #UnitedKingdom https://t.co/LPdXzDNeaO #foodwaste #free"
Wed Sep 30 09:02:54 +0000 2020,1311230026881420000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""Pain au chocolate "" in #Didcot #UnitedKingdom https://t.co/0FLnGn9FCc #foodwaste #free"
Wed Sep 30 09:02:03 +0000 2020,1311229813764620000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""Multiseed rolls"" in #Didcot #UnitedKingdom https://t.co/1MDyxH0OeY #foodwaste #free"
Wed Sep 30 09:01:54 +0000 2020,1311229774170390000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""Multiseed rolls"" in #Didcot #UnitedKingdom https://t.co/CQFWv6PynG #foodwaste #free"
Wed Sep 30 09:00:49 +0000 2020,1311229501951680000,51.4566,-0.07667,Southwark,London,city,"""Bookends slide on brass"" in #London #UnitedKingdom https://t.co/DdfhxEqJpk #zerowaste #free"
Wed Sep 30 09:00:39 +0000 2020,1311229462235710000,51.4566,-0.07667,Southwark,London,city,"""A4 drop file holder"" in #London #UnitedKingdom https://t.co/e7YVboUa64 #zerowaste #free"
Wed Sep 30 09:00:13 +0000 2020,1311229351824970000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""Cheesey bread rolls"" in #Didcot #UnitedKingdom https://t.co/NC5mX3RWWg #foodwaste #free"
Wed Sep 30 08:59:58 +0000 2020,1311229287639450000,51.530537,-0.22537,Brent,London,city,"""PLANET ORGANIC Pre Listing - DONT REPLY TO THI..."" in #London #UnitedKingdom https://t.co/vkrwruV5nX #foodwaste #free"
Wed Sep 30 08:59:58 +0000 2020,1311229286997810000,51.4566,-0.07667,Southwark,London,city,"""Art Catalogue "" in #London #UnitedKingdom https://t.co/wHjDaEdIWF #zerowaste #free"
Wed Sep 30 08:59:15 +0000 2020,1311229107921920000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""White Plait Roll &amp; Wholemeal Roll"" in #Didcot #UnitedKingdom https://t.co/rdALO977gC #foodwaste #free"
Wed Sep 30 08:58:19 +0000 2020,1311228874945170000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""White Plait Rolls"" in #Didcot #UnitedKingdom https://t.co/84ENAYXzpU #foodwaste #free"
Wed Sep 30 08:58:04 +0000 2020,1311228810596100000,55.9757,-3.69763,The Loan,Falkirk,hamlet,"""Frozen Middle Bacon x4"" in #Falkirk #UnitedKingdom https://t.co/KlvWREnCXa #foodwaste #free"
Wed Sep 30 08:57:53 +0000 2020,1311228765914260000,51.884493,-0.402165,High Town,Luton,suburb,"""PRET- Mature Cheddar &amp; pickle Sandwich "" in #Luton #UnitedKingdom https://t.co/uHVijAbZTS #foodwaste #free"
Wed Sep 30 08:57:32 +0000 2020,1311228675312980000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""Almond Croissants"" in #Didcot #UnitedKingdom https://t.co/gTBEoC1Zc3 #foodwaste #free"
Wed Sep 30 08:56:02 +0000 2020,1311228297309760000,51.5317,-0.09686,Islington,London,city,"""Tiger bloomer x4  400g"" in #London #UnitedKingdom https://t.co/VOS8hwk0Au #foodwaste #free"
Wed Sep 30 08:55:43 +0000 2020,1311228220616980000,55.9757,-3.69763,The Loan,Falkirk,hamlet,"""Packs of Apples x9"" in #Falkirk #UnitedKingdom https://t.co/R4sUuwNK6D #foodwaste #free"
Wed Sep 30 08:55:41 +0000 2020,1311228209204280000,51.5317,-0.09686,Islington,London,city,"""Farmhouse loaf x2"" in #London #UnitedKingdom https://t.co/LgGr732UFB #foodwaste #free"
Wed Sep 30 08:55:41 +0000 2020,1311228209162320000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""White rolls"" in #Didcot #UnitedKingdom https://t.co/Aqz9kfrjvz #foodwaste #free"
Wed Sep 30 08:54:06 +0000 2020,1311227813614290000,51.5978,-1.25888,South Oxfordshire,Oxfordshire,city,"""Sourdough rolls"" in #Didcot #UnitedKingdom https://t.co/ZihgALcVyW #foodwaste #free"
Wed Sep 30 08:47:51 +0000 2020,1311226239273800000,51.483275,-2.435069,Pucklechurch,South Gloucestershire,suburb,"""Iceberg lettuce"" in #Bristol #UnitedKingdom https://t.co/Epy63ZeCFL #foodwaste #free"
Wed Sep 30 08:47:51 +0000 2020,1311226238812520000,52.5855,-0.24316,Peterborough,City of Peterborough,city,"""Bring your own pot. This lovely Swiss ch..."" in #Peterborough #UnitedKingdom https://t.co/5bn4dEfZKp #zerowaste #free"
Wed Sep 30 08:46:23 +0000 2020,1311225870225480000,51.483275,-2.435069,Pucklechurch,South Gloucestershire,suburb,"""Whole seed loaf"" in #Bristol #UnitedKingdom https://t.co/F2lHFvLUDd #foodwaste #free"
Wed Sep 30 08:45:59 +0000 2020,1311225767980870000,53.3766,-3.0526,Claughton,,suburb,"""Indoor plant pots "" in #Prenton #UnitedKingdom https://t.co/sLfgMIzMOX #zerowaste #free"
Wed Sep 30 08:45:55 +0000 2020,1311225752856270000,53.3766,-3.0526,Claughton,,suburb,"""Indoor plant pot "" in #Prenton #UnitedKingdom https://t.co/0sZlpE09sd #zerowaste #free"
Wed Sep 30 08:45:51 +0000 2020,1311225734782960000,53.3766,-3.0526,Claughton,,suburb,"""Indoor plant pots"" in #Prenton #UnitedKingdom https://t.co/gkB5Qe9LTO #zerowaste #free"
Wed Sep 30 08:45:00 +0000 2020,1311225520877690000,53.3766,-3.0526,Claughton,,suburb,"""Indoor plant pots "" in #Prenton #UnitedKingdom https://t.co/s3gDpJiQHw #zerowaste #free"
Wed Sep 30 08:44:57 +0000 2020,1311225509746040000,51.483275,-2.435069,Pucklechurch,South Gloucestershire,suburb,"""Iceberg lettuce"" in #Bristol #UnitedKingdom https://t.co/8PQhLxvkDz #foodwaste #free"
Wed Sep 30 08:44:23 +0000 2020,1311225367563300000,51.483275,-2.435069,Pucklechurch,South Gloucestershire,suburb,"""Warburtons wholemeal sliced "" in #Bristol #UnitedKingdom https://t.co/GSUUgoE52Q #foodwaste #free"
Wed Sep 30 08:43:59 +0000 2020,1311225268078510000,51.4419,0.37076,Gravesham,Kent,city,"""Loose Potatoes x9"" in #Gravesend #UnitedKingdom https://t.co/Gcz00L6xOR #foodwaste #free"
Wed Sep 30 08:43:53 +0000 2020,1311225242069750000,51.483275,-2.435069,Pucklechurch,South Gloucestershire,suburb,"""Tiger baton"" in #Bristol #UnitedKingdom https://t.co/CLtNNV356P #foodwaste #free"
Wed Sep 30 08:43:23 +0000 2020,1311225116089630000,51.483275,-2.435069,Pucklechurch,South Gloucestershire,suburb,"""Whole seed loaf"" in #Bristol #UnitedKingdom https://t.co/qzq3W25yp7 #foodwaste #free"
Wed Sep 30 08:42:09 +0000 2020,1311224805149020000,52.4006,-1.4671,Coventry,West Midlands Combined Authority,city,"""Apples"" in #Coventry #UnitedKingdom https://t.co/k3I9PGn2c8 #foodwaste #free"
Wed Sep 30 08:41:05 +0000 2020,1311224536772350000,51.483275,-2.435069,Pucklechurch,South Gloucestershire,suburb,"""Trio of olive bloomer"" in #Bristol #UnitedKingdom https://t.co/Y2HPeJnQGr #foodwaste #free"
Wed Sep 30 08:40:02 +0000 2020,1311224270933110000,50.819767,-1.087977,Portsmouth,Portsmouth,city,"""Waterproof jacket 18-24 months"" in #Portsmouth #UnitedKingdom https://t.co/mTfs6s7vi1 #zerowaste #free"
Wed Sep 30 08:37:49 +0000 2020,1311223715313720000,50.8284,-1.07684,Portsmouth,Portsmouth,city,"""Pregnancy vitamins "" in #Portsmouth #UnitedKingdom https://t.co/A9lyP1ErPZ #foodwaste #free"
Wed Sep 30 08:34:14 +0000 2020,1311222813009870000,51.5109,0.03286,Newham,London,city,"""Crusty White Farmhouse 400g"" in #London #UnitedKingdom https://t.co/FzlEWx0ap9 #foodwaste #free"
Wed Sep 30 08:34:10 +0000 2020,1311222795699970000,51.5109,0.03286,Newham,London,city,"""Crusty White Farmhouse 400g"" in #London #UnitedKingdom https://t.co/2sG4I39r4E #foodwaste #free"
Wed Sep 30 08:33:39 +0000 2020,1311222665252930000,51.52468,-0.107173,Islington,London,city,"""Croissant &amp; cinnamon + cardamom buns"" in #London #UnitedKingdom https://t.co/TW7Qnas9fd #foodwaste #free"
Wed Sep 30 08:30:54 +0000 2020,1311221974237090000,51.5109,0.03286,Newham,London,city,"""Simple Side Salad with dressing by TESCO "" in #London #UnitedKingdom https://t.co/7M7TyO1X9K #foodwaste #free"
Wed Sep 30 08:30:53 +0000 2020,1311221967631120000,51.3997,-1.32945,Newbury,West Berkshire,suburb,"""Small wholeseed loaf"" in #Newbury #UnitedKingdom https://t.co/AKow5dUOAK #foodwaste #free"
Wed Sep 30 08:28:40 +0000 2020,1311221411273480000,53.7401,-2.7294,South Ribble,Lancashire,city,"""Dancing llama toy"" in #Preston #UnitedKingdom https://t.co/EGpLseDT17 #zerowaste #free"
Wed Sep 30 08:27:42 +0000 2020,1311221169987690000,51.2778,-0.84624,Hart,Hampshire,city,"""Jewellery box"" in #Fleet #UnitedKingdom https://t.co/O0coTivPGF #zerowaste #free"
Wed Sep 30 08:27:15 +0000 2020,1311221053516120000,53.7401,-2.7294,South Ribble,Lancashire,city,"""Carrier bags. Approx 20"" in #Preston #UnitedKingdom https://t.co/Qt8tZX4RVy #zerowaste #free"
Wed Sep 30 08:27:03 +0000 2020,1311221003058650000,53.7401,-2.7294,South Ribble,Lancashire,city,"""Glass teapot and teacup and saucer."" in #Preston #UnitedKingdom https://t.co/6tFXZlYnbW #zerowaste #free"
Wed Sep 30 08:25:34 +0000 2020,1311220632361860000,51.881376,0.171709,East Hertfordshire,Hertfordshire,city,"""PRE-LISTING! Tesco collection tonight."" in #BishopsStortford #UnitedKingdom https://t.co/tRnIUNqyR4 #foodwaste #free"
Wed Sep 30 08:25:18 +0000 2020,1311220563822690000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries"" in #London #UnitedKingdom https://t.co/rMlbd9kYDT #foodwaste #free"
Wed Sep 30 08:25:17 +0000 2020,1311220558789590000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries"" in #London #UnitedKingdom https://t.co/aVzsiR8btr #foodwaste #free"
Wed Sep 30 08:25:16 +0000 2020,1311220556151380000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries"" in #London #UnitedKingdom https://t.co/EJjnutvd14 #foodwaste #free"
Wed Sep 30 08:23:06 +0000 2020,1311220009088310000,51.51094,0.032862,Newham,London,city,"""Strawberry &amp; Clotted cream flavour  Swiss roll..."" in #London #UnitedKingdom https://t.co/3HrTSWzgQH #foodwaste #free"
Wed Sep 30 08:23:05 +0000 2020,1311220007792190000,51.51094,0.032862,Newham,London,city,"""Strawberry &amp; Clotted cream flavour  Swiss roll..."" in #London #UnitedKingdom https://t.co/ejHPcaKo2Z #foodwaste #free"
Wed Sep 30 08:22:59 +0000 2020,1311219981854610000,51.51094,0.032862,Newham,London,city,"""Strawberry &amp; Clotted cream flavour  Swiss roll..."" in #London #UnitedKingdom https://t.co/yDZtuaoDIs #foodwaste #free"
Wed Sep 30 08:22:55 +0000 2020,1311219964012040000,51.51094,0.032862,Newham,London,city,"""Strawberry &amp; Clotted cream flavour  Swiss roll..."" in #London #UnitedKingdom https://t.co/UzuyHWL78o #foodwaste #free"
Wed Sep 30 08:21:28 +0000 2020,1311219598105220000,51.426949,-0.930097,Earley,Wokingham,suburb,"""Coleslaw"" in #Reading #UnitedKingdom https://t.co/Wq6ZMKnVLX #foodwaste #free"
Wed Sep 30 08:20:37 +0000 2020,1311219386586470000,51.3626,-0.16834,Sutton,London,city,"""Non original Nespresso capsules by Waitrose"" in #Carshalton #UnitedKingdom https://t.co/yySqo4h1mG #foodwaste #free"
Wed Sep 30 08:20:08 +0000 2020,1311219265182280000,51.426949,-0.930097,Earley,Wokingham,suburb,"""Cheese and bacon rolls"" in #Reading #UnitedKingdom https://t.co/K4jNtyLSP1 #foodwaste #free"
Wed Sep 30 08:19:38 +0000 2020,1311219136987530000,51.426949,-0.930097,Earley,Wokingham,suburb,"""Pork pie"" in #Reading #UnitedKingdom https://t.co/HGTv0lRmRp #foodwaste #free"
Wed Sep 30 08:19:08 +0000 2020,1311219013670900000,51.426949,-0.930097,Earley,Wokingham,suburb,"""Black pudding x 4"" in #Reading #UnitedKingdom https://t.co/DTWPLLpILz #foodwaste #free"
Wed Sep 30 08:18:57 +0000 2020,1311218967932020000,51.4958,-0.20079,Royal Borough of Kensington and Chelsea,,city,"""SPF makeup "" in #London #UnitedKingdom https://t.co/CRjLGHYSuL #zerowaste #free"
Wed Sep 30 08:17:26 +0000 2020,1311218585101010000,51.51094,0.032862,Newham,London,city,"""Genoa cake by TESCO "" in #London #UnitedKingdom https://t.co/HIQVSN6j3f #foodwaste #free"
Wed Sep 30 08:17:21 +0000 2020,1311218562976100000,51.51094,0.032862,Newham,London,city,"""Genoa cake by TESCO "" in #London #UnitedKingdom https://t.co/hHQfDjhKpn #foodwaste #free"
Wed Sep 30 08:17:06 +0000 2020,1311218500325780000,53.7596,-1.65435,Leeds,West Yorkshire,city,"""2 Usbourne books"" in #Bradford #UnitedKingdom https://t.co/Qf1IPNPD4m #zerowaste #free"
Wed Sep 30 08:16:45 +0000 2020,1311218411368860000,51.495031,-0.071023,Southwark,London,city,"""Cushion cover"" in #London #UnitedKingdom https://t.co/gXvSSUkDGS #zerowaste #free"
Wed Sep 30 08:16:27 +0000 2020,1311218335691030000,51.51094,0.032862,Newham,London,city,"""Scottish oats by TESCO "" in #London #UnitedKingdom https://t.co/sBjGpK1wui #foodwaste #free"
Wed Sep 30 08:16:12 +0000 2020,1311218273594340000,51.495031,-0.071023,Southwark,London,city,"""Reusable metal straws"" in #London #UnitedKingdom https://t.co/LSRghTmvoS #zerowaste #free"
Wed Sep 30 08:13:18 +0000 2020,1311217546255900000,51.51094,0.032862,Newham,London,city,"""4 x mixed pastries"" in #London #UnitedKingdom https://t.co/UNw2gEtETS #foodwaste #free"
Wed Sep 30 08:13:18 +0000 2020,1311217545119180000,51.51094,0.032862,Newham,London,city,"""4 x mixed pastries"" in #London #UnitedKingdom https://t.co/xgt3vzKeEp #foodwaste #free"
Wed Sep 30 08:10:54 +0000 2020,1311216938773870000,51.7876,-0.22756,Welwyn Hatfield,Hertfordshire,city,"""Stocking Fillers. Great condition. 2..."" in #WelwynGardenCity #UnitedKingdom https://t.co/8zGWgqmaC1 #zerowaste #free"
Wed Sep 30 08:09:18 +0000 2020,1311216538138150000,53.9601,-1.13498,Beckfield,York,suburb,"""Sainsburys round bakery items x 4"" in #York #UnitedKingdom https://t.co/swXkiAno24 #foodwaste #free"
Wed Sep 30 08:06:35 +0000 2020,1311215853300580000,51.5109,0.03286,Newham,London,city,"""6 Free range eggs by TESCO "" in #London #UnitedKingdom https://t.co/qVt61J43XS #foodwaste #free"
Wed Sep 30 08:05:10 +0000 2020,1311215499011920000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries "" in #London #UnitedKingdom https://t.co/mDq0fQYvoH #foodwaste #free"
Wed Sep 30 08:05:08 +0000 2020,1311215490086430000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries "" in #London #UnitedKingdom https://t.co/6Je1WYHZEI #foodwaste #free"
Wed Sep 30 08:05:04 +0000 2020,1311215473305050000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries "" in #London #UnitedKingdom https://t.co/fSuyeRFDUU #foodwaste #free"
Wed Sep 30 08:05:03 +0000 2020,1311215469630760000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries "" in #London #UnitedKingdom https://t.co/fuw5l7MXo5 #foodwaste #free"
Wed Sep 30 08:04:11 +0000 2020,1311215248406390000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries "" in #London #UnitedKingdom https://t.co/7WGo3UwhT6 #foodwaste #free"
Wed Sep 30 08:04:10 +0000 2020,1311215247693420000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries "" in #London #UnitedKingdom https://t.co/BEkNGFAyW9 #foodwaste #free"
Wed Sep 30 08:03:04 +0000 2020,1311214969329990000,51.365375,-0.090056,Croydon,London,city,"""Tomato Soup "" in #Croydon #UnitedKingdom https://t.co/Hr8BE8ZGq2 #foodwaste #free"
Wed Sep 30 08:01:33 +0000 2020,1311214588990550000,50.4834,-3.77016,Teignbridge,Devon,city,"""Savoury biscuits"" in #Buckfastleigh #UnitedKingdom https://t.co/MZb0XzyGH7 #foodwaste #free"
Wed Sep 30 08:00:07 +0000 2020,1311214225470230000,51.4556,-0.015,Lewisham,London,city,"""Primark relaxed fit peachy blouse UK 6/8"" in #London #UnitedKingdom https://t.co/iu0R5ooVg5 #zerowaste #free"
Wed Sep 30 07:59:33 +0000 2020,1311214083732120000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries"" in #London #UnitedKingdom https://t.co/TigeLxc5vC #foodwaste #free"
Wed Sep 30 07:59:11 +0000 2020,1311213990270460000,51.51094,0.032862,Newham,London,city,"""3 x mixed pastries"" in #London #UnitedKingdom https://t.co/HiOngDrQtv #foodwaste #free"
Wed Sep 30 07:58:48 +0000 2020,1311213894518570000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries"" in #London #UnitedKingdom https://t.co/0QVAYLzL9s #foodwaste #free"
Wed Sep 30 07:58:47 +0000 2020,1311213891238720000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries"" in #London #UnitedKingdom https://t.co/7insf8cBkA #foodwaste #free"
Wed Sep 30 07:58:42 +0000 2020,1311213869243810000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries"" in #London #UnitedKingdom https://t.co/RgAD8hUQZS #foodwaste #free"
Wed Sep 30 07:58:42 +0000 2020,1311213868455210000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries"" in #London #UnitedKingdom https://t.co/ZTitYJN5Pa #foodwaste #free"
Wed Sep 30 07:58:41 +0000 2020,1311213866936930000,51.51094,0.032862,Newham,London,city,"""2 x mixed pastries"" in #London #UnitedKingdom https://t.co/hAZZnjf5yB #foodwaste #free"
Wed Sep 30 07:58:31 +0000 2020,1311213823978870000,53.9601,-1.13498,Beckfield,York,suburb,"""Sainsburys bakery items x 4"" in #York #UnitedKingdom https://t.co/JroTg7akQn #foodwaste #free"
Wed Sep 30 07:58:21 +0000 2020,1311213780244860000,51.3776,0.11042,Bromley,London,city,"""Dried marrowfat peas x1"" in #Orpington #UnitedKingdom https://t.co/I0SDE67Lg9 #foodwaste #free"
